name,variables,records,size_in_mb
at2003,2296,148068,2130
at2004,2007,101932,1130
at2005,2017,95755,1088
at2006,2112,97632,1132
at2007,2129,96824,1121
at2008,2140,95664,1106
at2009,1727,94853,751
at2010,2751,96698,1107
at2011,2314,93820,1107
at2012,2641,95862,1101
at2013,2644,93589,1072
at2014,2180,94052,1083
at2015,2175,91887,1057
at2016,2162,91566,1049
at2017,1444,91232,466
