0	0	2021
0	1	4584
0	2	2921
0	3	7514
0	4	1199
0	5	2351
0	6	19759
0	7	13318
0	8	12419
0	9	12200
0	10	11606
0	11	12108
0	12	12568
0	13	12679
0	14	11978
0	15	11975
0	30	46774
0	31	0
0	20	20980
0	16	0
0	17	0
0	18	0
0	19	0
0	21	0
0	23	0
0	24	0
0	25	0
0	26	0
0	27	0
0	28	0
0	29	0
0	35	0
0	32	0
0	33	0
0	38	0
0	36	0
0	39	0
0	41	0
0	42	0
0	22	0
0	37	0
0	43	0
0	40	0
0	34	0
0	44	0
1	0	12126
1	1	27504
1	2	17526
1	3	45084
1	4	7194
1	5	14106
1	6	118554
1	7	79908
1	8	74514
1	9	73200
1	10	69636
1	11	72648
1	12	75408
1	13	76074
1	14	71868
1	15	71850
1	30	280644
1	31	0
1	20	125880
1	16	0
1	17	0
1	18	0
1	19	0
1	21	0
1	23	0
1	24	0
1	25	0
1	26	0
1	27	0
1	28	0
1	29	0
1	35	0
1	32	0
1	33	0
1	38	0
1	36	0
1	36	0
1	36	0
1	36	0
1	36	0
1	36	0
1	36	0
1	36	0
1	36	0
1	36	0
1	36	0
1	36	0
1	36	0
1	36	0
1	39	0
1	41	0
1	42	0
1	22	0
1	37	0
1	43	0
1	40	0
1	34	0
1	44	0
2	0	18189
2	1	41256
2	2	26289
2	3	67626
2	4	10791
2	5	21159
2	6	177831
2	7	119862
2	8	111771
2	9	109800
2	10	104454
2	11	108972
2	12	113112
2	13	114111
2	14	107802
2	15	107775
2	30	420966
2	31	0
2	20	188820
2	16	0
2	17	0
2	18	0
2	19	0
2	21	0
2	23	0
2	24	0
2	25	0
2	26	0
2	27	0
2	28	0
2	29	0
2	35	0
2	32	0
2	33	0
2	38	0
2	36	0
2	36	0
2	36	0
2	36	0
2	36	0
2	36	0
2	36	0
2	36	0
2	36	0
2	36	0
2	36	0
2	36	0
2	36	0
2	36	0
2	39	0
2	41	0
2	42	0
2	22	0
2	37	0
2	43	0
2	40	0
2	34	0
2	44	0
3	0	4042
3	1	9168
3	2	5842
3	3	15028
3	4	2398
3	5	4702
3	6	39518
3	7	26636
3	8	24838
3	9	24400
3	10	23212
3	11	24216
3	12	25136
3	13	25358
3	14	23956
3	15	23950
3	30	93548
3	31	0
3	20	41960
3	16	0
3	17	0
3	18	0
3	19	0
3	21	0
3	23	0
3	24	0
3	25	0
3	26	0
3	27	0
3	28	0
3	29	0
3	35	0
3	32	0
3	33	0
3	38	0
3	36	0
3	36	0
3	36	0
3	36	0
3	36	0
3	36	0
3	36	0
3	36	0
3	36	0
3	36	0
3	36	0
3	36	0
3	36	0
3	36	0
3	39	0
3	41	0
3	42	0
3	22	0
3	37	0
3	43	0
3	40	0
3	34	0
3	44	0
4	0	32336
4	1	73344
4	2	46736
4	3	120224
4	4	19184
4	5	37616
4	6	316144
4	7	213088
4	8	198704
4	9	195200
4	10	185696
4	11	193728
4	12	201088
4	13	202864
4	14	191648
4	15	191600
4	30	748384
4	31	0
4	20	335680
4	16	0
4	17	0
4	18	0
4	19	0
4	21	0
4	23	0
4	24	0
4	25	0
4	26	0
4	27	0
4	28	0
4	29	0
4	35	0
4	32	0
4	33	0
4	38	0
4	36	0
4	36	0
4	36	0
4	36	0
4	36	0
4	36	0
4	36	0
4	36	0
4	36	0
4	36	0
4	36	0
4	36	0
4	36	0
4	36	0
4	39	0
4	42	0
4	22	0
4	37	0
4	43	0
4	40	0
4	34	0
4	44	0
5	0	34357
5	1	77928
5	2	49657
5	3	127738
5	4	20383
5	5	39967
5	6	335903
5	7	226406
5	8	211123
5	9	207400
5	10	197302
5	11	205836
5	12	213656
5	13	215543
5	14	203626
5	15	203575
5	30	795158
5	31	0
5	20	356660
5	16	0
5	17	0
5	18	0
5	19	0
5	21	0
5	23	0
5	24	0
5	25	0
5	26	0
5	27	0
5	28	0
5	29	0
5	35	0
5	32	0
5	33	0
5	38	0
5	36	0
5	36	0
5	36	0
5	36	0
5	36	0
5	36	0
5	36	0
5	36	0
5	36	0
5	36	0
5	36	0
5	36	0
5	36	0
5	36	0
5	39	0
5	41	0
5	42	0
5	22	0
5	37	0
5	43	0
5	40	0
5	34	0
5	44	0
6	2	11684
6	6	79036
6	7	53272
6	8	49676
6	9	48800
6	10	46424
6	11	48432
6	12	50272
6	13	50716
6	14	47912
6	15	47900
6	30	187096
6	31	0
6	20	83920
6	16	0
6	17	0
6	18	0
6	35	0
6	32	0
6	33	0
6	33	0
6	33	0
6	33	0
6	33	0
6	33	0
6	33	0
6	33	0
6	33	0
6	33	0
6	33	0
6	33	0
6	33	0
6	33	0
6	42	0
6	22	0
6	43	0
7	2	11684
7	6	79036
7	7	53272
7	8	49676
7	9	48800
7	10	46424
7	11	48432
7	12	50272
7	13	50716
7	14	47912
7	15	47900
7	30	187096
7	31	0
7	20	83920
7	16	0
7	17	0
7	18	0
7	35	0
7	32	0
7	33	0
7	33	0
7	33	0
7	33	0
7	33	0
7	33	0
7	33	0
7	33	0
7	33	0
7	33	0
7	33	0
7	33	0
