0	0	2021
0	1	4584
0	2	3339
0	3	9386
0	4	1199
0	5	2351
0	6	20720
0	7	13973
0	8	13038
0	9	13943
0	10	12248
0	11	12723
0	12	13133
0	13	13260
0	14	12479
0	15	12443
0	15	12443
1	0	8084
1	1	18336
1	2	13356
1	3	37544
1	4	4796
1	5	9404
1	6	82880
1	7	55892
1	8	52152
1	9	55772
1	10	48992
1	11	50892
1	12	52532
1	13	53040
1	14	49916
1	15	49772
1	15	49772
2	0	18189
2	1	41256
2	2	30051
2	3	84474
2	4	10791
2	5	21159
2	6	186480
2	7	125757
2	8	117342
2	9	125487
2	10	110232
2	11	114507
2	12	118197
2	13	119340
2	14	112311
2	15	111987
2	15	111987
3	0	32336
3	1	73344
3	2	53424
3	3	150176
3	4	19184
3	5	37616
3	5	37616
4	0	28294
4	1	64176
4	2	46746
4	3	131404
4	4	16786
4	5	32914
4	6	290080
4	7	195622
4	8	182532
4	9	195202
4	10	171472
4	11	178122
4	12	183862
4	13	185640
4	14	174706
4	15	174202
4	15	174202
5	0	8084
5	1	18336
5	2	13356
5	3	37544
5	4	4796
5	5	9404
5	6	82880
5	7	55892
5	8	52152
5	9	55772
5	10	48992
5	11	50892
5	12	52532
5	13	53040
5	14	49916
5	15	49772
5	15	49772
6	0	4042
6	1	9168
6	2	6678
6	3	18772
6	4	2398
6	6	41440
6	7	27946
6	8	26076
6	9	27886
6	10	24496
6	11	25446
6	12	26266
6	13	26520
6	14	24958
6	15	24886
6	15	24886
7	0	4042
7	1	9168
7	2	6678
7	3	18772
7	4	2398
7	5	4702
7	6	41440
7	7	27946
7	8	26076
7	9	27886
7	10	24496
7	11	25446
7	12	26266
7	13	26520
7	14	24958
7	15	24886
7	15	24886
8	0	4042
8	1	9168
8	2	6678
8	3	18772
8	4	2398
8	5	4702
8	6	41440
8	7	27946
8	8	26076
8	9	27886
8	10	24496
8	11	25446
8	12	26266
8	13	26520
8	14	24958
8	15	24886
8	15	24886
9	1	4584
9	1	4584
10	0	4042
10	1	9168
10	2	6678
10	3	18772
10	4	2398
10	5	4702
10	6	41440
10	7	27946
10	8	26076
10	9	27886
10	10	24496
10	11	25446
10	12	26266
10	13	26520
10	14	24958
10	15	24886
10	15	24886
11	1	9168
11	2	6678
11	3	18772
11	4	2398
11	6	41440
11	7	27946
11	8	26076
11	9	27886
11	10	24496
11	11	25446
11	12	26266
11	13	26520
11	14	24958
11	15	24886
11	15	24886
12	0	2021
12	1	4584
12	2	3339
12	3	9386
12	4	1199
12	5	2351
12	6	20720
12	7	13973
12	8	13038
12	9	13943
12	10	12248
12	11	12723
12	12	13133
12	13	13260
12	14	12479
12	15	12443
12	15	12443
13	1	4584
13	1	4584
14	0	4042
14	1	9168
14	2	6678
14	3	18772
14	4	2398
14	5	4702
14	6	41440
14	7	27946
14	8	26076
14	9	27886
14	10	24496
14	11	25446
14	12	26266
14	13	26520
14	14	24958
14	15	24886
14	15	24886
15	0	4042
15	1	9168
15	2	6678
15	3	18772
15	4	2398
15	5	4702
15	6	41440
15	7	27946
15	8	26076
15	9	27886
15	10	24496
15	11	25446
15	12	26266
15	13	26520
15	14	24958
15	15	24886
15	15	24886
16	0	4042
16	1	9168
16	2	6678
16	4	2398
16	5	4702
16	6	41440
16	7	27946
16	8	26076
16	9	27886
16	10	24496
16	11	25446
16	12	26266
16	13	26520
16	14	24958
16	15	24886
16	15	24886
17	5	4702
17	6	41440
17	7	27946
17	8	26076
17	9	27886
17	10	24496
17	11	25446
17	12	26266
17	13	26520
17	14	24958
17	15	24886
18	1	4584
19	0	4042
19	1	9168
19	2	6678
19	3	18772
19	4	2398
19	5	4702
19	6	41440
19	7	27946
19	8	26076
19	9	27886
19	10	24496
19	11	25446
19	12	26266
19	13	26520
19	14	24958
19	15	24886
19	15	24886
20	1	9168
20	3	18772
20	4	2398
20	5	4702
20	6	41440
20	7	27946
20	8	26076
20	9	27886
20	10	24496
20	11	25446
20	12	26266
20	13	26520
20	14	24958
20	15	24886
21	0	4042
21	1	9168
21	3	18772
21	4	2398
21	5	4702
21	6	41440
21	7	27946
21	8	26076
21	9	27886
21	10	24496
21	11	25446
21	12	26266
21	13	26520
21	14	24958
21	15	24886
22	3	18772
22	4	2398
22	5	4702
22	6	41440
22	7	27946
22	8	26076
22	9	27886
22	10	24496
22	11	25446
22	12	26266
22	13	26520
22	14	24958
22	15	24886
23	1	9168
23	2	6678
23	3	18772
23	5	4702
23	6	41440
23	7	27946
23	8	26076
23	9	27886
23	10	24496
23	11	25446
23	12	26266
23	13	26520
23	14	24958
23	15	24886
23	15	24886
24	1	9168
24	3	18772
24	4	2398
24	5	4702
24	6	41440
24	7	27946
24	8	26076
24	9	27886
24	10	24496
24	11	25446
24	12	26266
24	13	26520
24	14	24958
24	15	24886
24	15	24886
25	0	4042
25	1	9168
25	6	41440
25	7	27946
25	8	26076
25	9	27886
25	10	24496
25	11	25446
25	12	26266
25	13	26520
25	14	24958
25	15	24886
25	15	24886
26	0	4042
26	1	9168
26	3	18772
